id,text,﻿id,label
349,"[T] O dia De eu é minha amiga pintamos o quarto dela
EU É MINHA AMIGA ENCONTRAMOS ALGUNS POTES DE TINTA EM CIMA
DO ARMÁRIO DELA. ENTÃO NOS RESOLVEMOS PINTAR A PAREDE
DO QUARTO DELA E ALGUMAS [?]. [?] ELA FOI PARA MINHA 
CASA É DECIDIMOS PINTAR O MEU [?] [?]
[?]
BAGUNÇA É [?]
i i E GORA RESOLVEMOS PINTAR A CASA DE TODOS.
AMIGOS Í [?]
DOS NOSSOS AMIGOS. É MINHA AMIGA É EU TODOS OS
SABEOS É OS DOMINGO AQUELE [?] 
PESSOAS É A MINHA FAMILIA VOCE VAI PINTAR CO MIGO. É EU
[?] PINTAR É DESENHAR. É MEUS PRIMOS MEU IRMAO
É MINHA AMIGOS. É MINHA MAE MEU PAI. É HOJE
EU ADORO PINTAR É MINHA [?] TODAS, TODOS
OS DIAS EU A CORDO E VOU LOGO PINTAR É MINHA ARTI",9159,Competência 1 - nível 2#Competência 2 - nível 3#Competência 3 - nível 3#Competência 4 - nível 2
350,"[T] a menina
a menina tava pitado um carro biquedo
e a tinta caio de sima da messa e sugou
tudo e a [X] da menina brigou com
ela [X] [X] foi para o seu quato e 
de um teto o a menina [?] pra [?]
aucoisas e dapois de copra ascoisa
como diseu e conveta e mas tinta e lapis
de co e ela pitou a casa [?] [?]
um dia a menina foi [?] pra sua vo e la 
pasu um meio e qua do votou a casa que menina
[?] a [?] [?] a casa que menina
tinha pinta de roza ta [?] da [?]
[?] pra mãe de um [?] e [?] que
não sabia e ele [?] para que mãe dela
[?] [?] tinha",9162,Competência 1 - nível 1#Competência 2 - nível 2#Competência 3 - nível 2#Competência 4 - nível 1
351,"[X] cadé ! as tintas? [X]

[P] eu estava pintando ai eu ouvi um barulho de vidro
 se quebrando na cozinha a cozinha e bem
longe do meu quarto na minha casa em volta dela
tem um campo de flor eu amo ver a flores po
isso meu pai comprou um janela bem grande
continuando quando eu cheguei na cozinha o [?]
que estava em cima da geladeira tinha caído é queb -
rado eu fiquei preucupada e tambêm com medo
por que eu estava sozinha em casa tentei arruma
mais não deu certo quando voltei as tintas sumiram!
eu procurei em tudo menos no campo quando eu
[X] pela janela o meu cacho tinha pegado 
as tintas eu tinha ate esquecido do meu cachorro
[X] que tava silencio de mais ai eu peguei as tintas 
e meus pais chegaram eu falei tudo que aconteceu e eles
foram pintar mais eu fiquei muito feliz",9163,Competência 1 - nível 3#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 3
352,"[T] A MENINA E O PÁSSARO
[P] Um dia eu estava na fazenda do tio Junior com
a minha mãe e meu pai. Lá tinha um pássaro que
eu queria muito. 
[P] Ele era amarelo com branco, tinha olhos azuis e e era
filhote. Meu tio achou ele na floresta em cima de
uma árvore muito grande, nela tinham muitos pássa-
ros.
[P] Como beija-flor e muito mais, macacos, preguiças. 
Eu gostava muito dele brincava com ele colocava
comida e água. Eu falei com o tio:
[P]- Tio posso colocar água para o pássaro?
Fingiu que não oviu. deve estar cansado. 
[P] Eu estava me arrumando para ir para casa
na cidade e pedi:
[P]-Tio posso levar o pássaro? Ele respondeu:
[P]-  Pode!
[P] Fiquei muito feliz e voltei para cidade, trazendo o
pássaro comigo. agora ele e meu companheiro, gosto
muito dele.",9167,Competência 1 - nível 5#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 5
353,"Eu uaninao cuneo Dapitula de ua
TiKAnião da Gafta ToDoBagusaDa
ia ropaBaGusaDa apituRa caniu tuDo A TeTA
Eu de chenu A MiNHAe ema A Pula i XAMavA mAis
uanimao Viu [?] Eu una [x] e caVaLo
eu rupas. ANCHAnA Eu e os Aimais",9170,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
354,"[T] um dia de pintura [S]
[P] Hoje eu [S] vou contar a Historia quando eu foi fui na casa
da minha amiga bruna
[P] o meu professor andré mandou fazer uma trabalho de Historia
[P] Eu fui para casa da minha amiga e a minha amiga estava
procurando a caneta quando eu encontrei um pincel e a 
minha amiga [x] encontro tintas
[P] Em tão a gente fizemos o trabalho e [x] depois a gente 
[x] [x] [x] famos pintar a parede do quarto eu 
fiz um desenho de uma floresta e a minha amiga fez animais
[P] Eu e minha amiga ficamos muito feliz por ter encontrado
a tinta.",9172,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 2
355,"[T] cadê o balde de tinta
Eu estava no meu quarto procurando meu pop it
quando eu achei um balde de tinta então eu peguei
e resolvi pintar a parede do meu quarto quando eu
fui em pra pararia comprar dois reais de coxinha
a moça disse que ia ali rapidinho trocar o dinheiro
porque eu tinha levado cinco reais e ela tinha que mim
dar três reais mas eu não ouvi então eu voltei pra casa
quando eu cheguei em casa mamãe disse
- cadê o troco? eu diss que troco? o troco da 
coxinha ata ela disse cadê?
eu disse eu esqueci mas tudo bem eu.",9178,Competência 1 - nível 4#Competência 2 - nível 2#Competência 3 - nível 4#Competência 4 - nível 4
356,"[T] Eu anco alguse
Pecia alguma hugue Não Puane magul
temgu
[P] Pieala lauo. Piata Anguba ele um
Biarm guedr tuarul
lungu aruba huam des meu havia armario
tio huaril buarubum .
Juarum aremgue. Gum arib um guemo
hucarub e ceb uae e huem dr am Gueme
mubuar duxarim.
muarm rurarre.
gav eta eslav am espalhadas pelo. chao.
[P] Emta. tinta do guando animais auecaiimas
[P] alm. em duaruhu arolmedr.
[P] Ruedum guedum carm duedmudm.
muhu guluan Eunar eu guedr gum.
Fem",9179,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
357,"A menina artista
A menina pintora
A [?] que gosta de pintar
A menina que gosta de tinta",9180,Competência 1 - nível 1#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 1
358,"[T]tinta nasica
[P]Eu E Lara nois acho tinta no arnário da casa dela nois foi pinta A parede
e fase aminais. [X] nós saiu para bri ca de boneca ai quando nos foi para
casa no noso quato guarda nos [X] para a parede os deseus que nos
tinha fasido eles tinha desaparecido e as roparde lara a via desaparesi
do e os aninas saniu da parede e bragusou a casa de lara toda e
os aninas caiu do chão e foi para a quosinha ( da casa dela e depos que
bagusou a quosia foi parar no chadim) Conclusão",9185,Competência 1 - nível 1#Competência 2 - nível 3#Competência 3 - nível 3#Competência 4 - nível 1
359,"Bom, eu e minha amiga Débora, fomos brincar na casa, assistir vídeos
 e brincar. Quando vi em cima do armário tinha alguns potes de tinta que
minha mãe tinha comprado para mim, e eu e minha amiga tivemos a brilha-
nte ideia de redecorar o meu quarto pintamos a parede com vários animais as
tintas eram dos tons que eu mais gostava com bastante gliter, um tempo depois
terminamos de pintar, chamamos minha mãe para ver se ela gostava, eu pens-
ava que ela não iria gostar mais enfim ela gostou da nossa pintura então eu 
e a minha amiga fomos gravar  um vídeo da pintura para mostrar para os
nossas amigos e todos gostaram e até queriam que agente fizese uma pintura no
quarto deles tanbén fomos em casa buscar as tintas quando vimos que não
tinha mais nenhuma pintura na parede do quarto! e todas as roupas esta-
vam fora da gaveta, todas espalhadas eplo chão tentamos arrumar toda
aquela bagunça mais minha mãe chegou! e viu tudo ficou muito bra-
va agente ficou pensando, quem tinha bagunçado tudo, aí que vimos
não tinha mais nada na parede do quarto, então quer dizer que os 
animais desenhados na parede, criaram vida, e fizeram uma verdadei-
ra bagunça!",9186,Competência 1 - nível 5#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 5
360,"[T] A MIA VIAGEN
[P] EU VO VIAGA PAR SÃO PAULO E VO DE AVIÃO INBARQUEI
NO AVIÃO E VI MUITA COIISA NO CEL E POLZEI NO SÃO PAULO
FUI NA MINHA NOVA CASA E FUI VERO MEU CUARTO E VI 12
POTES DE TINTA E EU CHAMEI MEU IRMÃO E EU E ELE [X]
A PAREDE DO NOSO CUARTO E FUI  ALMOSA CUANDO EU E MEU IRMÃO
VOUTAMOS PARA O NOSO CUARTO E A TINTA DA PAREDE SUMIL
NOIS PERGUNTAMOS PARA NOSA MAMÃE ELA FALOL QUE FOI
ELA QUE LINPOL POQUE IA FICAR FEIO ENTÃO QUE VOCE LINPOL
A PAREDE VANMOS, A PRAIA PARA NOIS CIDIVERTI PORQUE LA NA.
PRAIA NOIS PODE PACIA E COHECE O LUGAR E [?] PARA NOSA
CASA E FUI DORMI AI EU ARCODEI E TEVE UMA FEISTA
SURPREZAR E FUI BRINCAR NO PARQUINHO E BRINQUEI UM POUQUINHO
VOUTEI PARA FEISTA E TOCARO MUCICA E DE POIS ELES PATERÃO
PARABENS E NÓS VOUTAMOS DA VIAGEM E GOSTEI [X]. FIM",9187,Competência 1 - nível 2#Competência 2 - nível 3#Competência 3 - nível 4#Competência 4 - nível 2
361,"[T] A mala, o ônibus e muitas a veituras 
Atenção, passageiros! V
Vamos logo embarcar, 
peguem já suas bagagens,
No Ônibus vamos entrar!
puxa! Que mala pesada
fica até dificil Subir,
Quase cai da [X]
até que enfim comsegui!
apoio a mala no joelho,
pra colocar na bagageiro.
Ufa! Que baita esforço
Quase cai no passageiro
Sento na minha poltrona,
Começo a assobiar,
estou esperamdo ansiaso,
A Viagem Começar!
Matorista dá o partida
O Ônibus começa a andar,
Quebra malas, por toda pista
faz toda mundo balançar?
pra direita, [X] esquerda, 
O Ônibus Começa Virar.",9190,Competência 1 - nível 5#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 5
362,"[T] A menina que encontro baldes de tinta
[P] Era uma vez uma menina que encontro 
baldes de tinta e queria desenhar [X] seus pais 
não deixava mas ela escondeu na mochila e ela levou 
para escola mas a profesora disse que não pode pintar 
porque você não tem a idade para pintar 
porque ela tem 5 Anos. 
[P] porisso ela não pode pintar mas ela é 
muito teimosa e ela casou os baldes de tinta 
que sua profesora escondeu mas ela [X] [X] 
e. mesmo assim ela não encontrou os baldes de 
tinta ate que um certo dia ela encontrou [X] [X] 
encontrou os baldes de tinta e pintou as paredes 
da escola e a profesora levou para secretaria. 
[P] Os pais dela colocou ela de castigo mas 
os baldes de tinta esta na mochila dela 
e pintou as paredes. dos quartos e os pais 
delas ficaram muito furiosos e ela vai ficar 
um mes cem mecher no celular e nunca mais 
ela nunca mais. ela [?] pegar num balde de
tinta [X] ela fica dois meses.",9196,Competência 1 - nível 3#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 3
363,"[T] O garoto e a tintas
[P] Era uma vez um garoto e ele gostava de sair com os amigos .
um certo dia a sua mãe disse que ele tinha que estuda para a prova
mais ele não oviu, na casa dele tinha um soltamelesubiu no soltam e
ele encontrou uma caixa preta ele abriu ele encontrou muitas tintas,
ele pegou as tintas e levou pro seu quarto ele começou a pinta, ele foi
amostra a sua mãe , sua mãe disse [X] que não era pra ele
pega as tintas por as tintas era da família porque e muito valiosa
a mãe dele disse que ele poderia fica pra ele foi pro quarto dele
ele fez ums desenho e foi fazendo mais e mais e depois ele foi
fasendo mais ate o quarto dele fica lindo .",9197,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 4
364,"[T] Júlia pintando o Quarto
[P] Júlia ela estava entando demtro de sua casa, quando ela 
viu uns potes de timta, Ela [X] muito pintar o quarto,p [X] e foi desenhar
 uns animais,quando saiu do quarto para ir lava as mãos, voltou e as penturas não
estavam lá na parede, então a mãe dela foi lavar roupa mas, ela acha muito [?], 
porque [X] a primeria vez que a mãe tinha esquecido que as roupas qui estavão 
na gaveta estavam no chão. Depois ele foi dormir, já era tarde, era 21:50, já ia dar dez horas. Do manhã cedinho ela foi tomar café do manhã, foi tomar banho 
para, ir brincar com seus amigos, estava o Leu, Rodrigo, Tais, pedro, Otávio ja 
[X], depás elos foram la no parque e [X] [X]
[X] [X] para casa já de tarde, depois de jantar foi para o quanto e quando
olhou para trás ,as pinturas tinham se transfarmado em realidade, ela
tinha desenhado em cachorro, gato, ums rapose branca e uma tartaruginha.",9203,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 5
365,"[T] Carol e a s Pintura
[P] um certo dia da Cemana uma menina chamada 
Carol encontrou alguns potes de tinta e vai Pintar
alguns animais na Parede os animais são elefante, zebra
cavalo, girafa e um tempo depois ela voutou Para o 
Quarto não via nenhuna Pintura e as roupas do
[P] gaveta ista todos espalhados no chão do quarto
mas ela não sabe quem era que fez isso",9204,Competência 1 - nível 3#Competência 2 - nível 2#Competência 3 - nível 3#Competência 4 - nível 3
366,"em 1933 aemerinda-tornou-se
a única a votar na assembleia
nacional constituintl como [?] da
classista cistoi é represetante 
de uma classe tralalesascora , no
seguinte já [X] em Direito
ela resolveu se canaceacatar a
deputada . Flaceral Suas Baneceiras
eram a independência econômia
da mulher a garantia legal aco
trabalhodor eo ensino obrigotoria
e . gratuito de todos os graus em 
todos graus pra frente ela ne
aemerinda inFeizente nao foi
eleita nas com certes a Foi uma [?]",9206,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 1#Competência 4 - nível 3
367,"[T] Uma bagunça
[P] Um dia eu e meu irmaõ estavamos brincan do 
no parquinho quian do achamos uma caixa cheia de tinta [?]
porem algumas estavam pura aimos [?] gumas estavam
estavam puras dimos . fazer . uma pintura [?]
mos pintar na parede. de nossa . vizinha , mas no
outro [?] as pintusas . sumiram resolvemos 
perguntar para a uzinha . ela disse que não
[?] a dexar n ossa pintura naparede dela",9207,Competência 1 - nível 2#Competência 2 - nível 3#Competência 3 - nível 4#Competência 4 - nível 3
368,"[T] O ARMÁRIO E TINTA MAGICA
EU ENCONTREI CON TINTA ENTÃO RESOLVI PINTAR ENCONTREI,A MINHA AMIGA E FUI PASIA PELO CON AMIGA
EU ENCONTREI OMEU AMIGO SETAVA MUTO A CUPADA EU RESOLVI [X] FAZE [?] [?] [?] [X] [X] 
CASANHA DO MEU AMIGO [X] [X] TINHA BOLA DE UVA TOMEI SOCO [X] [X] [X] PELA A JUDA
FUI NA CASANHA DA MIA AMIGA BRICA DE BONECA DE POSI [?] [?] SOCO UVA
E BOLO DE POSI ELA QUERIA BRICA DE [?] [?] [?] DE BOLA
A MINHA AMIGA MEVOU PARA CASA E FUI [?] [?]",9208,Competência 1 - nível 2#Competência 2 - nível 3#Competência 3 - nível 3#Competência 4 - nível 2
369,"[T]o meu novo amigo
Ola meu nome e Carlos, Eu tenho uma amiga chama
da de Laura, um dia estavamos bricando na minha casa ela
viu um [x] Laura falou.
- Tinha um pássaro bem estranho Vamos la, disse a –
Laura assustada, Carlos falou:
- Eu não Vai sozinha melho deicha ele quieto disse Carlos
eles continuaro [x], um som estranho:
- oque e isso. disse Carlos, Laura disse:
- [x] o passaro você não acredita em mi você acho que eu sou
Louco disse:
- não não nunca achei isso de você. carlos disse, Laura disse:
- Então tabom discupa então vamos vamos la ver uquie e isso:
Eles forão ver bem assustados quando chegaro viro um porquinho
[P] do índio o pegamos ele é chamado de Noar [?][?]
mos muito fim",9209,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 3
370,"[T] MINHA CASINHA DE [X] 
[P] NUM BELO DIA EU ENCONTREI EM CIMA DO ARMÁRIO [?]
POTES DE TINTA. ENTÃO, RESOLVI PINTAR NA PAREDE DO MEU QUARTO 
ALGUNS ANIMAIS. 
TEMPO DEPOIS QUANDO VOLTEI NO QUARTO, NÃO HAVIA MAIS NENHUMA
[X] E AS ROUPAS DA GAVETA ESTAVÃO ESPALHADAS PELO CHÍO
DEPOIS DE UM TRABALHÃO, RESOLVI TIRAR ALGUNS DIAS DE [?] [?] [?]
MEIO DO CAMINHO ENCONTREI UMA GIRAFA COM O PESCOÇO BEM
GRANDE DE TÃO GRANDE, TÃO GRANDE QUE BLOQUIOU O [?] AMINHO PARA
A DISNEY, ENTÃO RESOLVI VOLTAR PARA CASA POR QUE NÃO TINHA
JEITO DE IR PARA DISNEY. E QUANDO CHEGUEI EM CASA PERSEBI
QUE ERA O VENTO QUE TINHA [X] AS ROUPAS PELO CHÃO
E TAMBÉM DESCOBRI QUE AS A MINHA MÃE QUE TINHA LAVADO
MEU QUARTO. ENTÃO, PEGUEI TINTA PERMANENTE, E PINTEI TUDO
DENOVO E FICOU MUITO MAIS BONITO DO QUE ESTAVA ANTES;
E ASSIM MEU SONHO FOI REALIZADO FIM",9210,Competência 1 - nível 4#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 5
371,"[T] o que e a pegada
So que a gente enguinora a quelas grades
pegadas iae concertaram o ónibus e meu
amigo Felipe falol do que era aquelas 
pegadas gigantes são da que sera que e?
eu falei para Felipe eu não sei? e o
ónibus que brou de novo eu falei com
o motorista ele falo
[P]- ta vazando oleo do ónibus e saindo
 fumasa do mato",9212,Competência 1 - nível 2#Competência 2 - nível 1#Competência 3 - nível 3#Competência 4 - nível 3
372,"[T] O menino que gosta de pintar
Um menino chamado João, viu um pote de tinta
em cima do armário de sua casa. Ele puxou o pote
para retirá-lo de cima, foi ai que ele viu que havía
vários podes escondido, então ele resolveu pintar as
paredes de seu quarto, mas quando sua mãe avistou
aquela cena, ficou furiosa e disse: Limpe isso imediatamente
e logo o menino se intristeceu e foi limpar, mas para sua
tristeza ser ainda maior a tinta não parecia sair, se passaram
vários dia e a tinta não saia. Eai então, o que o menino
resoleu pedir ajuda a seus amigos, que toparam
ajudá-lo, com a ajuda dos amigos o menino conseguiu
retirar toda a tinta da parede do seu quarto. por fim,
o menino pediu desculpas a sua mãe e prometeu
nunca mais fazer isso novamente.",9213,Competência 1 - nível 5#Competência 2 - nível 4#Competência 3 - nível 5#Competência 4 - nível 5
373,"Eu [X] a Camilly para brincar de Pintura  nesse dia foi muito legal e
nós Passamos na nossa mão as cores coloridas, uma cor muito bonita nesse
dia nos se divertimos muitos , no outro dia eu fui Pra fazenda com minha
Mãe la eu almoçei carne de boi,  eu achei muito legal. DePois [X] comvidei
A minha amiga Pra ir Para [X] [X] lá eu Pedi Pra minha mãe fazer
uma merenda muito bom. [X] eu fui Pra Praça com minhasamiga
[X] muito.",9215,Competência 1 - nível 3#Competência 2 - nível 3#Competência 3 - nível 4#Competência 4 - nível 4
374,"[T] A menina e os potes de tinta

[P] A menina encontrou no armário velho de
sua mãe muitos potes de tinta, pintou o quarto
dela com a figura de vários animais. Ela
saiu para passear na pracinha e quando voltou
os desenhos não estavam mais pintados. A me
nina ficou [X] [X] desenhos não estavam
mais na parede, o seu quarto estava uma ba
gunça. Seu pai não gostava de animais e pegou
e limpou a parede do quarto dela com tinta
branca A menina perguntou para todo mundo da
família quem tirou a pintura do meu quarto? O 
pai respondeu que ele não gostava muito de ani
mais ela perguntou para ele porque ele não gostava
de animais, ele disse que sua perna era batida porque
um urso me atacou A menina ficou triste com
a atitude do pai, o pai vendo a sua tristeza
resolveu pintar novamente as figuras do animais,
A menina ficou chorando de alegria e deu um abra
ço no pai.",9217,Competência 1 - nível 5#Competência 2 - nível 4#Competência 3 - nível 4#Competência 4 - nível 5
375,"[P] Era uma vez uma menina pasiando pela
floresta e ela viu uma árvore e falou
eu vou senta na quela árvore  ali ela
sentou e passou um animal fofinho era
um coelinho que tava pulando pela pela floresta
e ela deseu do canho e foi  fazer carinho
nele e apareceu outro animal que era um
gato de rua e ela sentiu pena e a chou 
um peixe e deu a ele depois ele foi empora
feliz e com a barrica cheia de peix e e",9224,Competência 1 - nível 3#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 3
376,"[T] A menina e a floresta
[P] Um dia fui dar uma caminhada Pelo bosque
Perto da minha casa no caminho encontrei uma [X]
bela árvore enfestada de flores achei lindo [X]
Fui me aProximando da árvore e quando cheguei [X]
Perto da árvore me aconcheguei a ela.
e Depois que amenina se sentou chegou um
Passaro e se aProximou e Pulou no hombro dela [X]
O Passaro era estranho amenina disse que lindo
Passaro e deu um beijo bem fraco para não
machucolo mas ele era bem estranho e
derePonte ele deu um etelo assoviado.
Eu sai com o novo amigo um Passaro [X]
estranho mas au mesmo legal e continuei
andando Pelo bosque andei muito encontrei muitos [X]
animais tatus peixes em um lago que econ[X]
trei no bos que o viados [?] e muitos Passaros.
Voltando Para casa c om o meu amigo o Passaro
estranho fiquei moito feliz por que me [X]
divertimoito e vivi muito feliz com meu
amigo.",9228,Competência 1 - nível 5#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 4
377,"[T] O homem e a árvore
[P] Era uma vez um homem que 
estava dirigindo pela estrada e encontrou
uma arvore no meio do caminho
e ele disse como essa arvore veio
parar aqui? perguntou o homem
[P] O homem tirou a árvore do caminho
e foi estrada a frente com seu ónibus. Ele enviou
em um ramal [?] e o onibus estava
[?] muito e ele encontrou outra árvore
caida no caminho mas ele e sua familia que estava 
no ónibus. Eles tentaram tirar ela mais ela era
muito pesada.
[P] Mas ele teve sorte e que a arvore caiu
na fazenda em que ele ia pegar as pessoas
eles esperaram amanhecer para eles tentarem
tirar o galho de la. Eles acordaram e foram pedi
a ajuda para o pessoal da fazenda
E eles ajudaram a tirar o galho de la
Depois de retira o galho de la ele pegou o passageiro 
e foram estrada a frente e encontrara pegadas
e miados de onças
logo a frente encontraram dois caçadores que
queriam caçar a onça",9229,Competência 1 - nível 4#Competência 2 - nível 1#Competência 3 - nível 4#Competência 4 - nível 4
